Category,Name,Date,Location,Rating,Review
Shopper Approved,Maureen M.,"August 9, 2021","CA, United States",5,"“The course was well structured and the instructor (Dana S) did a fantastic job keeping the class engaged at all times.I passed the PMP exam in the 1st try with an ""above the target"" pass. Highly recommend it.”"
Shopper Approved,Sydney R.,"August 3, 2021","LA, United States",4,“The program was easy to find and to navigate.”
Shopper Approved,Lauren M.,"August 2, 2021","FL, United States",5,“The PMTI team was very responsive and easy to work with. They answered all questions promptly and completely.”
Shopper Approved,Allie,"August 2, 2021",United States,5,“This training was very good. I like the small group atmosphere. It improved learning because we could all ask questions freely without being concerned with slowing down the class.”
Shopper Approved,Wendy,"July 15, 2021","TX, United States",5,"“I attribute my success in passing the PMP exam to the great training from PMTI. The bootcamp instructor was excellent and succinct in the delivery of the material and I really appreciated the practice exams.  I practiced the questions in ""learning mode"" so I could receive immediate feedback on each question and learn additional details around the topic of the question.  I believe that was the key to my success.”"
Shopper Approved,LP,"July 15, 2021","TX, United States",5,"“I thoroughly enjoyed the PMTI experience and found it to be an excellent training course for the PMP exam! Their adult learning methods are powerful, and the boot camp instructor, Dana, was very effective in presenting the information and providing tools and tips to aid in my learning. The training sessions offered by Yad are also very useful to supplement learning, and the feedback from recent successful students helps to build confidence toward taking the exam. I fully recommend PMTI!”"
Shopper Approved,Saadia Y.,"July 14, 2021","TX, United States",5,"“Taking PMP 4-Day boot camp through PMTI was one of my best decisions. They prepare you very well for the exam. The study materials, live video preparation, tips etc prepare you very well. Plus I had a fabulous instructor Dana Shinbaum. Dana did an amazing job in preparing me for this exam. If you are looking to pass the test take the course with PMTI and follow their material. :~) Thank you Dana Shinbaum, you are awesome!!”"
Shopper Approved,Melissa,"June 30, 2021","PA, United States",5,“I passed my PMP exam on the first try!  My instructor Jeff Garelik was very knowledgeable and made the course easy to understand.”
Shopper Approved,Brian O.,"June 30, 2021","OH, United States",5,“Great class and the practice tests are extremely helpful!”
Shopper Approved,Wendell K.,"June 28, 2021","TX, United States",5,"“I would highly recommend PMTI's PMP Bootcamp to anyone preparing to take the PMP Exam.  The material on the exam has significantly changes in 2021, and PMTI did an outstanding job preparing me for the information on the test.  It is not only important to know what is on the test, but how to take the test.  Again, PMTI did an excellent job teaching on how to take the test to be successful.  The practice test offered by PMTI probably helped me the most in my opinion.  They are structured as close to the real test as you will find and are a great tool in identifying strengths and weaknesses.  Overall, I am more than happy with the program!”"
Shopper Approved,Cristian G.,"June 25, 2021","VA, United States",5,“Supportive staff & the provided material does a good job to prepare you for the exam. I loved having the ability to replay bootcamp recordings on my smartphone!”
Shopper Approved,Dana W.,"June 23, 2021","PA, United States",5,"“I am so glad I took the time to attend a boot camp a few weeks before taking the PMP, because I don't believe I would have been as successful on the exam as I was. The days were long, but the material and the instructor were amazing. The tips and tricks the instructor shared, along with fellow classmates made all the difference. I don't plan to take the PMP exam again, but if I needed to, I will immediately sign up for another boot camp session! I have recommended this course to fellow project managers who haven't taken the PMP exam.”"
Shopper Approved,Lisa,"May 29, 2021","AZ, United States",5,"“When I had questions or needed additional information, pmti readily answered my questions and emailed me any additional documentation I requested.”"
Shopper Approved,Jason W.,"May 26, 2021","NV, United States",5,"“PMTI is the gold standard for PM training. The team delivers fantastic service, trust me you won't be disappointed.”"
Shopper Approved,John,"May 26, 2021","IN, United States",5,"“Highly recommend the PMP bootcamp.  The test is long and difficult, but the bootcamp gives you everything you need to pass.”"
Shopper Approved,Signal P.,"May 12, 2021","CA, United States",5,"“Customer support provided responses almost immediately. Questions were promptly answered, left me with full confidence.”"
Shopper Approved,Anthonia A.,"February 11, 2024",United States,5,“I was satisfied with 4PMTI service. PMTI Instructor-Led PMP certification boot camp helped me ace my PMP exam on first attempt. It was an intensive four-day classroom experience and it was worth the time and resources.”
Shopper Approved,Lisa,"May 6, 2022","VA, United States",5,“It was great. The customer service was excellent. Just a good experience.”
Shopper Approved,Lauren M.,"March 31, 2022","FL, United States",5,“Everyone was professional and responsive over email. I had no issues getting my questions answered. The class was excellent and definitely prepared me for the PMP exam. I would only recommend this class and company to anyone looking to pass the PMP on their first try.”
Shopper Approved,Dess V.,"September 28, 2021","VA, United States",5,"“PMTI was vital for passing my PMP exam! My instructor, Jeff Garelik was very helpful in explaining hard concepts and provided many real-life examples. I also received extremely fast replies via email whenever I had any questions. I would recommend PMTI if you are considering taking one of PMI's certifications and want to succeed!”"
Shopper Approved,Maureen M.,"August 9, 2021","CA, United States",5,"“The course was well structured and the instructor (Dana S) did a fantastic job keeping the class engaged at all times.I passed the PMP exam in the 1st try with an ""above the target"" pass. Highly recommend it.”"
Shopper Approved,Sydney R.,"August 3, 2021","LA, United States",4,“The program was easy to find and to navigate.”
Shopper Approved,Lauren M.,"August 2, 2021","FL, United States",5,“The PMTI team was very responsive and easy to work with. They answered all questions promptly and completely.”
Shopper Approved,Allie,"August 2, 2021",United States,5,“This training was very good. I like the small group atmosphere. It improved learning because we could all ask questions freely without being concerned with slowing down the class.”
Shopper Approved,Wendy,"July 15, 2021","TX, United States",5,"“I attribute my success in passing the PMP exam to the great training from PMTI. The bootcamp instructor was excellent and succinct in the delivery of the material and I really appreciated the practice exams.  I practiced the questions in ""learning mode"" so I could receive immediate feedback on each question and learn additional details around the topic of the question.  I believe that was the key to my success.”"
Shopper Approved,LP,"July 15, 2021","TX, United States",5,"“I thoroughly enjoyed the PMTI experience and found it to be an excellent training course for the PMP exam! Their adult learning methods are powerful, and the boot camp instructor, Dana, was very effective in presenting the information and providing tools and tips to aid in my learning. The training sessions offered by Yad are also very useful to supplement learning, and the feedback from recent successful students helps to build confidence toward taking the exam. I fully recommend PMTI!”"
Shopper Approved,Saadia Y.,"July 14, 2021","TX, United States",5,"“Taking PMP 4-Day boot camp through PMTI was one of my best decisions. They prepare you very well for the exam. The study materials, live video preparation, tips etc prepare you very well. Plus I had a fabulous instructor Dana Shinbaum. Dana did an amazing job in preparing me for this exam. If you are looking to pass the test take the course with PMTI and follow their material. :~) Thank you Dana Shinbaum, you are awesome!!”"
Shopper Approved,Melissa,"June 30, 2021","PA, United States",5,“I passed my PMP exam on the first try!  My instructor Jeff Garelik was very knowledgeable and made the course easy to understand.”
Shopper Approved,Brian O.,"June 30, 2021","OH, United States",5,“Great class and the practice tests are extremely helpful!”
Shopper Approved,Wendell K.,"June 28, 2021","TX, United States",5,"“I would highly recommend PMTI's PMP Bootcamp to anyone preparing to take the PMP Exam.  The material on the exam has significantly changes in 2021, and PMTI did an outstanding job preparing me for the information on the test.  It is not only important to know what is on the test, but how to take the test.  Again, PMTI did an excellent job teaching on how to take the test to be successful.  The practice test offered by PMTI probably helped me the most in my opinion.  They are structured as close to the real test as you will find and are a great tool in identifying strengths and weaknesses.  Overall, I am more than happy with the program!”"
Shopper Approved,Cristian G.,"June 25, 2021","VA, United States",5,“Supportive staff & the provided material does a good job to prepare you for the exam. I loved having the ability to replay bootcamp recordings on my smartphone!”
Shopper Approved,Dana W.,"June 23, 2021","PA, United States",5,"“I am so glad I took the time to attend a boot camp a few weeks before taking the PMP, because I don't believe I would have been as successful on the exam as I was. The days were long, but the material and the instructor were amazing. The tips and tricks the instructor shared, along with fellow classmates made all the difference. I don't plan to take the PMP exam again, but if I needed to, I will immediately sign up for another boot camp session! I have recommended this course to fellow project managers who haven't taken the PMP exam.”"
Shopper Approved,Lisa,"May 29, 2021","AZ, United States",5,"“When I had questions or needed additional information, pmti readily answered my questions and emailed me any additional documentation I requested.”"
Shopper Approved,Jason W.,"May 26, 2021","NV, United States",5,"“PMTI is the gold standard for PM training. The team delivers fantastic service, trust me you won't be disappointed.”"
Shopper Approved,John,"May 26, 2021","IN, United States",5,"“Highly recommend the PMP bootcamp.  The test is long and difficult, but the bootcamp gives you everything you need to pass.”"
Shopper Approved,Signal P.,"May 12, 2021","CA, United States",5,"“Customer support provided responses almost immediately. Questions were promptly answered, left me with full confidence.”"
